arena,question_number,digits,target,level,equation,image_path
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/590f608f-e7da-4533-b33b-fb3576967bca.png
arena2,3,1786,96,Level3,\left(\left(7+6\right)-1\right)8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/5e6fc7a5-d3dd-4b84-8007-49ece2509cfa.png
arena2,3,1786,96,Level3,\left(\left(7+6\right)-1\right)\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/6e1cbd0a-9a11-4008-a08c-88f4de441962.png
arena2,3,1786,96,Level3,\sum_{i={1^7}}^6\left(i\cdot i\right)+8=99,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/b80af114-ed53-4829-91d6-5a040b38153c.png
arena2,3,1786,96,Level3,\sum_{i={1}}^6\left(i\cdot i\right)+\left(8-7\right)=92,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/17badb48-64ea-43b7-972d-fa8b47c012d4.png
arena2,3,1786,96,Level3,\left(\left(8+6\right)\cdot8\right)-1=97,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/61d70901-6478-4e09-875f-8e9b6e9f1d06.png
arena2,3,1786,96,Level3,\left(6+7-1\right)\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/151174c2-bd07-4d62-9191-92afc9bbf2fc.png
arena2,3,1786,96,Level3,\left(\sum_{i={8-7}}^6\left(i\cdot i\right)\right)+1=92,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/ce2ac129-9424-4ac5-9a56-7abf1a731d77.png
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/fa9f06cb-99af-4acf-9fd5-b7b0cdb3f1f9.png
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/31900b9e-b10f-497b-9cfa-8e8c851392e3.png
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/bca4bed3-c73b-4895-af43-aa98eeb64b7e.png
arena2,3,1786,96,Level3,\sum_{i={1}}^6\left(i\cdot i\right)+\frac{8!}{7!}=99,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/7c0055f9-3c6c-4536-ba7b-d1ecc90d2c89.png
arena2,3,1786,96,Level3,\left(7+6-1\right)\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/4bae546a-8de2-436d-8e77-4c2ff95046be.png
arena2,3,1786,96,Level3,\left(7+6-1\right)\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/ef129f44-98c0-47c0-b9fc-71251bfac319.png
arena2,3,1786,96,Level3,\left(\left(8+6\right)\cdot7\right)+1=92,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/f7e79a14-7c22-4469-974f-3ccbefe537c7.png
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/86720ac8-96df-48e3-ad40-ddacaab71bf2.png
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/708a9930-29ad-40b7-ad99-5ba1ab6095f7.png
arena2,3,1786,96,Level3,8\cdot\left(\left(7+6\right)-1\right)=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/e2589f6a-c4c9-4e19-8b1a-e719844fc201.png
arena2,3,1786,96,Level3,8\cdot\left(6+1\right)+7=63,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/6424bb27-ee4c-40e3-bcc0-cba5114a121d.png
arena2,3,1786,96,Level3,8\cdot\left(6+7-1\right)=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/ab49c5fa-021d-43f8-ab67-6cc64b2a0549.png
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/3fc1792d-d1c1-4f42-9308-ba577a31c2b7.png
arena2,3,1786,96,Level3,\left(\left(6+7\right)-1\right)\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/6c914892-e8df-4491-bb56-19a7d911402d.png
arena2,3,1786,96,Level3,\left(7+6-1\right)\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/d5b4b38d-8c5b-4637-8652-f95c6dba6ecd.png
arena2,3,1786,96,Level3,8\cdot\left(7+1\right)+6=72,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/ada94b40-cfb1-46cc-a978-ddd92dfe2b95.png
arena2,3,1786,96,Level3,\left(\frac{\left(7-1\right)!}{8}\right)+6=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/361b152d-3b61-4697-a275-71e611b640fb.png
arena2,3,1786,96,Level3,6\left(8+7+1\right)=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/d24708cc-e23b-43f4-8ff9-aa32aded93af.png
arena2,3,1786,96,Level3,\left(8+7+1\right)\cdot6=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/69b8d91d-c268-4774-9f93-8d775d8538ad.png
arena2,3,1786,96,Level3,\left(\left(8+1+7\right)\cdot6\right)=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/715de79b-9833-4306-be83-917d9caeab3a.png
arena2,3,1786,96,Level3,\left(8+7+1\right)\cdot6=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/18e87b67-81da-4f32-92b6-4124ee39d8c2.png
arena2,3,1786,96,Level3,\left(\left(8+7\right)+1\right)\cdot6=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/fbe467f6-e678-4922-b616-bf3368608c2a.png
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/891b4d76-00d9-4f2d-8bd7-c01f076957f1.png
arena2,3,1786,96,Level3,8\cdot7+6+1=63,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/2720a9b6-3516-46e4-a3d8-0a4b6eee747e.png
arena2,3,1786,96,Level3,\left(\left(7+6\right)-1\right)\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/96cf2f94-1c1f-42b9-be9d-2134de42682b.png
arena2,3,1786,96,Level3,\sum_{i={1^8}}^6\left(i\cdot i\right)+7=98,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/e2d5ec9b-1e55-4b83-a4e5-2999461b2688.png
arena2,3,1786,96,Level3,\left(7+6-1\right)\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/fc52edff-485e-41a4-b597-e05779276672.png
arena2,3,1786,96,Level3,\left(7+6\right)\cdot\left(8-1\right)=91,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/021d477e-d272-4bf0-9a87-9633586339c4.png
arena2,3,1786,96,Level3,\left\lbrack\left(7+6\right)-1\right\rbrack\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/256db48d-a969-4fab-addc-aaeaacb23c5e.png
arena2,3,1786,96,Level3,\frac{6!}{8}+\left(7-1\right)=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/afddd76b-3ed3-4cc0-8d5b-d808b293be13.png
arena2,3,1786,96,Level3,8\cdot\left(7+6-1\right)=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/d01f2c6f-dc33-4d19-9546-a45bec8cd87d.png
arena2,3,1786,96,Level3,=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/a42d5c35-f353-4527-9974-4eec3a717df4.png
arena2,3,1786,96,Level3,\left(8+7+1\right)\cdot6=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/7f58fa49-eb45-49ac-aebe-cd3c6c166c43.png
arena2,3,1786,96,Level3,\left(7+8+1\right)\cdot6=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/12d22faf-201f-4285-9efc-aff850dfec28.png
arena2,3,1786,96,Level3,\left(6+7-1\right)\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/03357703-4895-474f-a737-b9b6e9076f0a.png
arena2,3,1786,96,Level3,\sum_{i={1}}^6\left(i\cdot i\right)+\left(\frac{8!}{7!}\right)=99,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/998b5c8c-56bc-4716-a70d-8599635bd61a.png
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/b9b8f951-bb1c-4869-b9bb-ae41c2719a78.png
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/ac1f6df5-a99a-4186-9703-11fe8eff08ce.png
arena2,3,1786,96,Level3,8\cdot\left(7+6-1\right)=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/752e1a6a-600a-4565-88ab-544b5ba2fffc.png
arena2,3,1786,96,Level3,\sum_{i={1}}^6\left(ii\right)+8-7=92,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/a3b22d0d-70d4-490b-9f47-2e55f6fb9093.png
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/2fa1b5db-249a-45a7-a3e2-371d6981ea47.png
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/afa002b2-7cd5-458e-8ec9-e31c1e42dc7b.png
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/cf63332a-bbe2-43d2-a120-49f1cb0661bd.png
arena2,3,1786,96,Level3,\left(7+8+1\right)\cdot6=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/3cbfe500-e410-4cf5-b5c2-572a14fadb16.png
arena2,3,1786,96,Level3,\left(8\cdot7\cdot1\right)+6=62,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/d94f229d-47c5-43af-ab7b-d891d02aa342.png
arena2,3,1786,96,Level3,\left(\left(7+6\right)-1\right)\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/084d08a7-baa6-4877-8cfe-5d4abf5de7a9.png
arena2,3,1786,96,Level3,\left(\sum_{i={i}}^8\left(i+i\right)\right)+6+7=95,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/bcd7325a-45cd-4196-b49b-56d5d9f20ef3.png
arena2,3,1786,96,Level3,\left(6\cdot8\right)+7+1=55,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/abfc6f53-1557-490f-a478-e99f4f0ad3aa.png
arena2,3,1786,96,Level3,\left(6+7-1\right)\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/1eff27d7-3b8d-443e-8c62-7d56627c4677.png
arena2,3,1786,96,Level3,\sum_{i={1}}^{7+\left(8-6\right)}\left(i+i\right)=90,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/211a3a43-6f37-41fa-8e62-c2885cfd52f0.png
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/dd0529d8-679a-4fac-8a53-9de3a753398b.png
arena2,3,1786,96,Level3,\left(\left(8+7\right)\cdot6\right)+1=85,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/7bddfdda-0069-46ca-bd7e-fcfec4bea963.png
arena2,3,1786,96,Level3,\sum_{i={1}}^6\left(i+i\right)+8-7=92,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/ac207d56-fc3e-4d43-b905-4ec6b7b76951.png
arena2,3,1786,96,Level3,\left(8+7+1\right)\cdot6=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/febebb7a-8fe5-4e32-9e0d-579f16523197.png
arena2,3,1786,96,Level3,\left(7+6-1\right)8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/b75fc8a6-97d2-49fb-894a-c28159615819.png
arena2,3,1786,96,Level3,\left(8\cdot7\right)+6+1=70,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/4aea477f-b9db-46ce-ad40-0bdf34202323.png
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/c6640423-d7fe-4f7e-b818-2c091b5e2499.png
arena2,3,1786,96,Level3,\frac{6!}{8}+\left(7-1\right)=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/06126009-2b32-4af0-8f1b-a0687690d106.png
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/de1ae4b7-21ea-476b-a83a-8d12b33cf3c5.png
arena2,3,1786,96,Level3,\left(\left(7+6\right)-1\right)\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/3638a937-a0ef-400a-ad4a-67d06e9770ca.png
arena2,3,1786,96,Level3,\left(\left(8-6\right)+1\right)\cdot7=70,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/45b4ba2c-7b31-416b-adad-4a4733dfc909.png
arena2,3,1786,96,Level3,\sum_{i={1}}^6\left(i\cdot i\right)+\left(8-7\right)=92,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/a3795258-8df0-4698-b012-4aadee581c2b.png
arena2,3,1786,96,Level3,\left(\frac{6!}{8}\right)+\left(7-1\right)=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/566aad65-10bf-4cd8-9675-29c566f85d8d.png
arena2,3,1786,96,Level3,\left(\left(7+6\right)-1\right)\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/9608e165-d5da-4722-9c15-46dc228578c3.png
arena2,3,1786,96,Level3,\left(\sum_{i={1}}^6\left(i\cdot i\right)\right)+\left(\frac{8!}{7!}\right)=97,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/f3f2ce85-8a03-48bb-b3bd-d00b0575afae.png
arena2,3,1786,96,Level3,\frac{6!}{8}+\left(7-1\right)=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/0163ffe2-a499-4657-a12f-ba2a7d111a6d.png
arena2,3,1786,96,Level3,\sum_{i={1}}^6\left(ii\right)+8-7=92,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/1c933814-9fb5-4f1d-9311-bd91ff98971c.png
arena2,3,1786,96,Level3,\left(7+6-1\right)\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/5a23ff17-f142-44a2-8e23-6b86f8487616.png
arena2,3,1786,96,Level3,\left(\sum_{i={1^8}}^6\left(i\cdot i\right)\right)+7=98,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/93cf8034-4e89-4e94-bab8-3bad5783f954.png
arena2,3,1786,96,Level3,\sum_{i={1^8}}^6\left(i\right)+7=98,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/018da5a9-e71a-480e-9d4c-2dacc225c95d.png
arena2,3,1786,96,Level3,\sum_{i={1}}^6\left(i\cdot i\right)+\left(8-7\right)=92,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/0f6776e9-8f0b-4945-a574-a7dcc74ffe0a.png
arena2,3,1786,96,Level3,\left(\left(8+6\right)\cdot7\right)-1=97,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/53c08aec-28db-44d5-96e3-d33ff625410b.png
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/a132b848-b499-48d9-aab1-41edc6f8123c.png
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/6e158bd6-2078-4209-b6d6-2fad0bb634ac.png
arena2,3,1786,96,Level3,8\left(7+6-1\right)=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/4f372973-c6b6-4eb6-b989-514101f25487.png
arena2,3,1786,96,Level3,\sum_{i={1^8}}^6\left(i\cdot i\right)+7=98,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/1e9b9c78-e5a2-47db-bdea-121ae3f70bfc.png
arena2,3,1786,96,Level3,8\cdot\left\lbrack\left(7+6\right)-1\right\rbrack=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/784d6fff-518a-4cb8-a73c-dcd9930ff796.png
arena2,3,1786,96,Level3,\sum_{i={1}}^6\left(i\cdot i\right)+\left(8-7\right)=92,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/bf1be2b8-7957-4f22-8068-2b439230621c.png
arena2,3,1786,96,Level3,\sum_{i={1}}^6\left(i\cdot i\right)+\frac{8!}{7!}=81,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/742e1551-6b85-4dbc-80c5-8a6fb95da9ff.png
arena2,3,1786,96,Level3,\sum_{i={1}}^6\left(i\cdot i\right)+\frac{8!}{7!}=99,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/f83a1638-1db2-4617-a766-b6279f5dbd3b.png
arena2,3,1786,96,Level3,\left(8+7+1\right)\left(6\right)=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/c9e2f372-d356-43cf-8aef-2d0554415269.png
arena2,3,1786,96,Level3,\sum_{i={\sum_{j=7}^8\left(\frac{j}{j}\right)}}^6\left(i\cdot i+1\right)=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/a712af3f-de2e-4fbe-859d-c215c7b3e950.png
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/c5f5736d-c78b-4abc-b363-07f67c0c7a7c.png
arena2,3,1786,96,Level3,\sum_{i={\left(\sum_{k=7}^8\left(\frac{k}{k}\right)\right)}}^6\left(i\cdot i+1\right)=95,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/1e012bee-eb12-490f-9572-c44b16783a3d.png
arena2,3,1786,96,Level3,\left(\left(7+6\right)-1\right)\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/3b3af372-c06a-4082-8f5e-938945da65ba.png
arena2,3,1786,96,Level3,\left(\left(7+6\right)-1\right)\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/832a705e-60dd-4878-83bc-21a0aee7f24a.png
arena2,3,1786,96,Level3,\left(7\cdot6\right)+\left(8\cdot1\right),f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/e3b78f76-3803-4e80-aa8a-a044e14a4ce9.png
arena2,3,1786,96,Level3,\left(8\cdot6\right)+7^2+1=97,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/decb1f3a-28a8-414f-bb3e-7d53209bce20.png
arena2,3,1786,96,Level3,\left(\left(7+6\right)-1\right)\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/dcde5e73-ea53-4ddc-a993-02a04b801fa6.png
arena2,3,1786,96,Level3,\left(7+8+1\right)\cdot6=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/3d948f54-5157-43bf-83e7-e9b9fa7666d6.png
arena2,3,1786,96,Level3,\left(6\cdot8\right)+\left(7+1\right)=57,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/27658523-c200-49ab-8b45-e35ac2eba805.png
arena2,3,1786,96,Level3,\sum_{i={\sum_{i={7}}^8\left(\frac{i}{i}\right)}}^6\left(i\cdot i+1\right)=95,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/4fb6820c-4f51-40dd-a999-8b638a4adf94.png
arena2,3,1786,96,Level3,\left(\frac{6!}{8}\right)+\left(7-1\right)=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/8c5f556c-2dd4-4752-ae2a-ebc06626346f.png
arena2,3,1786,96,Level3,\left(\left(7+8\right)\cdot6\right)-1=91,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/2c5de875-9222-4861-8c30-52233494708e.png
arena2,3,1786,96,Level3,\frac{6!}{8}+\left(7-1\right)=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/8b6564d0-10ef-4aab-a1ce-2ff32f0f45e9.png
arena2,3,1786,96,Level3,\left(7-1+6\right)\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/a5ef15ba-cac8-4262-b759-e7b40026cb68.png
arena2,3,1786,96,Level3,6\left(8+7+1\right)=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/68919117-8972-4e85-af5f-42f6d00d65b1.png
arena2,3,1786,96,Level3,\left(\sum_{i={1}}^6\left(i\cdot i\right)\right)+8-7=92,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/bff5d138-24c0-496c-8a51-3fe61ee74209.png
arena2,3,1786,96,Level3,\frac{6!}{8}+7-1=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/638724fd-b2e4-4e72-b6e4-29bef7255ff1.png
arena2,3,1786,96,Level3,\sum_{i={1}}^6\left(i\cdot i\right)+\left(\frac{8!}{7!}\right)=99,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/c7df8b76-c749-44e1-8df7-46e06aa22a66.png
arena2,3,1786,96,Level3,\left(\left(7+6\right)-1\right)\cdot8=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/feea0de8-7d44-4f58-a4a3-744099b5273e.png
arena2,3,1786,96,Level3,\left(9+7+8\right)\cdot6=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/fc147881-d806-4a65-beaa-f0f4a10dbef0.png
arena2,3,1786,96,Level3,\frac{6!}{8}+\left(7-1\right)=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/1d1f8554-d496-40db-8977-8719172b2559.png
arena2,3,1786,96,Level3,8\cdot\left(7+1\right)+6=70,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/9baaae25-89d9-4f3c-9d02-cb346f88ea8d.png
arena2,3,1786,96,Level3,6\cdot\left(8+7+1\right)=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/b5d46198-4ddd-4f4f-8d3e-309c82990e1c.png
arena2,3,1786,96,Level3,\sum_{i={1}}^6\left(i\cdot i\right)+\left(8-7\right)=92,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/d2a1bdef-b4e8-4cad-a97a-98cc9e4b4b38.png
arena2,3,1786,96,Level3,\left(6\cdot8\right)+\left(7\cdot1\right)=55,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/9f18b97d-68a7-4fa8-9bcf-d8c5e103624e.png
arena2,3,1786,96,Level3,\frac{\left(7-1\right)!}{8}+6=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/7b8a1b06-8a4a-46a6-a5f8-49d5ff84dfbf.png
arena2,3,1786,96,Level3,\frac{6!}{8}+\left(7-1\right)=96,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/7013b86a-12ce-4387-bc3e-e2c947bbcef8.png
arena2,3,1786,96,Level3,\left(6-1\right)!-\left(8\cdot7\right)=64,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/d115e150-8bab-4d2a-b54f-9bc7a30b26ad.png
arena2,3,1786,96,Level3,,f3677029-351b-43f3-9771-fdf2f5326e78/14b4c417-4553-4c28-8c2b-be101c51bc84/04ca3c7d-6ff9-4c02-b205-f354da2c2546.png
